otel_ad,fiyat,Hava Alanına Uzaklığı,Denize Uzaklığı,İskele,A la Carte Restoran,Asansör,Açık Restoran,Kapalı Restoran,Açık Havuz,Kapalı Havuz,Bedensel Engelli Odası,Bar,Su Kaydırağı,Balo Salonu,Kuaför,Otopark,Market,Sauna,Doktor,Beach Voley,Fitness,Canlı Eğlence,Wireless Internet,Animasyon,Sörf,Paraşüt,Araç Kiralama,Kano,SPA,Masaj,Masa Tenisi,Çocuk Havuzu,Çocuk Parkı,il,ilce
Kleopatra Ada Hotel,8775.0,120,50.0,0.0,1,1,1,1,1,0,1,2,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,Antalya , Alanya 
Kleopatra Beach Hotel,10800.0,48,50.0,0.0,1,1,1,1,2,0,0,2,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,Antalya , Alanya-Kleopatra 
Kleopatra Royal Palm Hotel,10800.0,118,,0.0,1,0,1,1,2,0,1,2,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,Antalya , Alanya 
Laren Seaside Hotel Spa,17491.8,7,,0.0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,Antalya , Lara 
Latanya Palm Hotel,11834.0,8,750.0,0.0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,Antalya , Antalya Merkez-Muratpaşa 
Mesut Hotel,15764.7,120,,0.0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,Antalya , Alanya 
Monte Carlo Hotel,12285.0,115,50.0,0.0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,Antalya , Alanya-Obagöl 
Nex Royal Beach Hotel,11103.7,35,,0.0,0,1,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,Antalya , Kemer-Beldibi 
Old Town Point Hotel,13495.3,13,500.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Antalya , Antalya Merkez 
Rich Melissa Hotel,9180.0,60,750.0,0.0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,Antalya , Kemer-Merkez 
Rk Magic Dream Hotel,15750.0,55,600.0,0.0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,Antalya , Kemer 
Seagull Hotel,13566.0,40,0.0,1.0,1,0,1,1,2,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,Antalya , Kemer 
Çıralı Azur Hotel,17975.5,90,100.0,0.0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,Antalya , Çıralı 
Golden Orange Hotel,17535.2,16,300.0,0.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Antalya , Konyaaltı 
Grand Bahama Beach Hotel,15300.0,30,300.0,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,Antalya , Alanya-Konaklı 
Hotel Golden Sun,19941.0,45,400.0,0.0,0,0,1,0,2,0,1,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Antalya , Kemer-Beldibi 
Kristal Beach Hotel,8409.6,15,,0.0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,Antalya , Konyaaltı 
Leslion Luxury Hotel,10200.0,12,750.0,0.0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,Antalya , Antalya Merkez-Muratpaşa 
Mene City Hotel,26069.7,9,750.0,0.0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Antalya , Muratpaşa 
Santa Marina Hotel,9900.0,15,100.0,0.0,1,1,1,1,1,0,0,2,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,Antalya , Konyaaltı 
Sava Hotel,7437.1,22,50.0,0.0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Antalya , Konyaaltı 
Valeri Beach Hotel,16351.8,55,0.0,0.0,0,1,2,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,Antalya , Kemer-Merkez 
Yalıhan Aspendos Hotel,20412.0,100,0.0,0.0,1,0,1,1,1,0,0,3,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,Antalya , Alanya-Avsallar 
Exporoyal Hotel,5125.8,10,750.0,0.0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Antalya , Antalya Merkez-Muratpaşa 
Samira Resort Kalkan,8550.0,100,750.0,0.0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,Antalya , Kalkan 
Side Löwe Hotel,9720.0,65,750.0,0.0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,Antalya , Side 
Blue Marina Hotel Spa,9183.2,10,,0.0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Antalya , Muratpaşa 
Can Adalya Palace Hotel,6789.0,10,750.0,0.0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Antalya , Muratpaşa 
De Mare Family Hotel,9027.0,112,0.0,0.0,0,1,1,0,1,0,0,3,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,Antalya , Alanya-Konaklı 
Gürtaş Hotel,16819.2,12,,0.0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Antalya , Muratpaşa 
Hotel Finike Marine,8496.0,120,300.0,0.0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Antalya , Finike 
Hotel Royal Hill,10124.4,15,100.0,0.0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,Antalya , Konyaaltı 
Kleopatra İkiz Otel,5886.7,120,50.0,0.0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,Antalya , Alanya-Kleopatra 
Lara Otel,10615.0,12,0.0,0.0,2,1,1,1,1,0,0,3,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,Antalya , Lara 
Lara World Hotel,11514.1,10,200.0,0.0,0,1,1,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,Antalya , Lara-Örnekköy 
Lavitas Hotel,7560.0,65,600.0,0.0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Antalya , Side-Kumköy 
Lonicera City Kleopatra Hotel,14364.8,120,50.0,0.0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,Antalya , Alanya 
Lupo Libero Hotel Spa,6559.4,12,500.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,Antalya , Muratpaşa 
Mevre Hotel,16478.6,13,750.0,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Antalya , Antalya Merkez-Muratpaşa 
Mira Su Hotel,3942.0,64,300.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Antalya , Kemer-Çamyuva 
Nasa Flora Otel,10290.0,15,100.0,1.0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Antalya , Lara 
Beyond Otel,11751.0,20,50.0,0.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Antalya , Antalya Merkez 
Derin Luxury Hotel,6000.0,0,,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Antalya , Kemer-Merkez 
Güleryüz Hotel,5122.7,7,100.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Antalya , Muratpaşa 
Kleopatra Beach Yıldız Hotel,18000.0,130,0.0,0.0,30,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,Antalya , Alanya 
Ni Hotel Lara,15137.2,15,750.0,0.0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,Antalya , Lara 
Beetle House Coffee Hotel,7800.0,21,750.0,0.0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Antalya , Konyaaltı 
Evergreen Glamping,11880.0,96,750.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Antalya , Olimpos 
Flamingo Residence,18721.2,27,750.0,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,Antalya , Konyaaltı 
Golden World Suite Hotel,13464.0,26,750.0,0.0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,Antalya , Konyaaltı 
Magic Garden Apart,8400.0,70,200.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Antalya , Kemer-Çamyuva 
Türkmen Boutique Bungalow Apart,6480.0,196,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Antalya , Demre 
Vista Villas,13665.6,19,,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,Antalya , Belek 
İrem Garden Hotel,7284.8,65,600.0,0.0,1,0,1,1,1,0,0,2,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,Antalya , Side 
Arya Apart,8412.0,10,600.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Antalya , Lara 
Lara Marine Homes,15768.0,9,,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Antalya , Muratpaşa 
New Safir Apart Hotel,13669.6,15,400.0,0.0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Antalya , Lara-Kundu 
Nirvana Apart Hotel,16819.2,188,750.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Antalya , Kaş 
Rodinn Park Hotel,15669.9,15,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Antalya , Konyaaltı 
Sercan Apart Hotel,11773.4,79,0.0,0.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Antalya , Side-Kızılot 
Sirena Apart Spa,37843.2,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Antalya , Konyaaltı-Konyaaltı 
Stile Suite Family Hotel,10820.7,12,600.0,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Antalya , Konyaaltı 
Tebriz Apart,15795.0,55,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Antalya , Kemer 
Villa Asoa,14400.0,120,750.0,0.0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,Antalya , Kalkan 
Mavi Cennet Camping Pansiyon,12235.9,80,0.0,0.0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Antalya , Side-Kızılot 
Aphrodite Hotel,14296.3,160,,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,Antalya , Kaş 
Beta Guesthouse,16819.2,5,200.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Antalya , Muratpaşa 
Finike Sever Otel,4500.0,110,100.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Antalya , Finike 
Amore Boutique Hotel,6811.7,80,300.0,0.0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Antalya , Kemer-Tekirova 
Azuu Boutique Hotel,14716.3,15,750.0,0.0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,Antalya , Lara 
Babil Butik Hotel,8302.5,20,100.0,0.0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,Antalya , Konyaaltı 
Çınar Butik Kaş,9021.0,148,100.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Antalya , Kaş 
Doria Hotel Yacht Club,61020.0,150,0.0,1.0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Antalya , Kaş 
Düşler Evim,11995.2,160,750.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,Antalya , Kaş 
Elysium Green Suites Lara,17691.7,5,750.0,0.0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,Antalya , Lara 
En Vie Beach Boutique Hotel,15032.1,38,0.0,0.0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Antalya , Alanya 
Falcon 1511,16200.0,17,100.0,0.0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Antalya , Lara-Lara Yolu 
Hildegard Hotel,14322.0,120,,0.0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,Antalya , Alanya 
Hotel Gold Stone,6750.0,0,,0.0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Antalya , Kemer-Beldibi 
Karyatit Hotel,10121.5,12,200.0,0.0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,Antalya , Kaleiçi 
La Siete Hotel,16191.9,14,,0.0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Antalya , Lara 
Olympos Village Reluxury Hotel,16830.0,85,750.0,0.0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,Antalya , Olimpos 
Sealife Lounge Hotel,13500.0,19,,0.0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Antalya , Konyaaltı 
Solo Boutique Hotel,19200.0,12,200.0,0.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Antalya , Kaleiçi 
The Mori Club Hotel,13850.6,12,100.0,0.0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Antalya , Lara-Muratpaşa 
Tu Casa Linda Hotel,14919.3,13,,0.0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Antalya , Kaleiçi 
Veranda Suites,9041.1,11,750.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Antalya , Lara-Kundu 
Villa Sonata Hotel,5882.4,45,200.0,0.0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,Antalya , Alanya 
Afflon Hotels Sea Hill Concept,16311.1,15,100.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Antalya , Muratpaşa 
Doğanın Ruhu Otel Bungalow,10350.0,230,,0.0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,Antalya , Kaş 
Adrasan La Casita Boutique Hotel,15600.0,100,200.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Antalya , Adrasan 
Adrasan Yonca Otel,22075.2,110,,1.0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,Antalya , Adrasan 
Anjeliq Downtown Boutique Hotel,8845.2,43,,0.0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,Antalya , Alanya 
Anjeliq House Boutique Hotel,17239.6,40,,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,Antalya , Alanya 
Aroma Butik Hotel,11220.0,70,,0.0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,Antalya , Side-Kızılot 
Aspen Hotel,13047.9,12,,0.0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Antalya , Kaleiçi 
Club Çapa,12220.6,163,0.0,1.0,1,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Antalya , Kaş-Çukurbağ Yarımadası 
Coastline Boutique Hotel,9000.0,24,100.0,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Antalya , Konyaaltı 
Comfy Otel Antalya Lara,3658.1,9,400.0,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Antalya , Muratpaşa 
Der Inn Hotel Lara,23152.8,13,50.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Antalya , Lara-Lara
Dream Time Hotel,11356.2,9,300.0,0.0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,Antalya , Muratpaşa 
Elanis Suites Hotel,21030.2,10,50.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Antalya , Lara-Lara Yolu 
Giges King Boutique Hotel,11697.6,30,,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Antalya , Kaleiçi 
Güler Butik Hotel,3876.0,50,300.0,0.0,15,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Antalya , Kemer-Beldibi 
Gümüş Peninsula Hotel,27120.9,200,50.0,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Antalya , Kaş-Çukurbağ Yarımadası 
Karden Otel,9471.4,14,50.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Antalya , Muratpaşa 
Kaş Gardenia Hotel,16236.0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Antalya , Kaş 
Kemer Park Hotel,6000.0,4,750.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Antalya , Kemer 
Kemer Suite Apart Otel,4200.0,60,300.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Antalya , Kemer 
La Cactus Butik Otel,11563.2,14,,0.0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,Antalya , Konyaaltı 
Lacitrus Villa Hotel,12386.4,0,750.0,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Antalya , Kaş 
Lara Garden Hotel,6825.3,10,750.0,0.0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Antalya , Lara 
Leaf River Suites,17665.5,15,750.0,0.0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Antalya , Lara 
Likya Residence Hotel Spa,39116.5,135,750.0,0.0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,Antalya , Kalkan 
Lilium Boutique Hotel,18456.0,15,750.0,0.0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Antalya , Lara 
Livaneli Boutique Hotel,12000.0,120,,0.0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,Antalya , Alanya 
Moy Side,6000.0,70,100.0,0.0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,Antalya , Side 
Nebilux Hotel,10235.2,12,,0.0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Antalya , Muratpaşa 
Olsen Hotel,8966.7,0,,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Antalya , Muratpaşa 
Oscar Garden Hotel,11826.0,14,500.0,0.0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Antalya , Muratpaşa 
Otto Palace Boutique Hotel,16200.0,0,,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Antalya , Adrasan 
Payava Hotel By True Blue,17782.7,123,200.0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Antalya , Kalkan 
Perast City Hotel,21091.2,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Antalya , Konyaaltı 
Pure Blanche,27360.0,23,,0.0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Antalya , Muratpaşa 
Ramona Hotel,15326.5,10,300.0,0.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,Antalya , Lara 
Royal Hayat Hotel,13200.0,10,,0.0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,Antalya , Kaleiçi 
The Hill Glamping,10912.5,95,750.0,0.0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,Antalya , Çıralı 
The Luxury Shelters,21000.0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Antalya , Kaş 
Toll Garden,13531.5,65,,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Antalya , Side 
True Blue Boutique Hotel,26542.9,220,200.0,0.0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Antalya , Kalkan 
Türkay Hotel,18000.0,0,,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Antalya , Konyaaltı 
Gvar Apart Hotel,6622.5,12,400.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Antalya , Muratpaşa 
Hotel Berke Ranch Nature,12278.0,63,750.0,0.0,1,0,1,1,1,0,0,2,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,Antalya , Kemer-Çamyuva 
Hoyran Wedre Köy Evleri,29469.2,182,,0.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Antalya , Demre 
Kadirs Tree Houses,15714.0,110,750.0,0.0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,Antalya , Olimpos 
La Boutique Hotel Suites,25316.5,15,0.0,0.0,1,1,0,1,1,0,0,2,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,Antalya , Lara 
Nostalgia World Otel,17640.0,80,100.0,0.0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Antalya , Side-Kızılot 
Patara Prince Resort,14533.2,120,0.0,1.0,3,1,3,3,3,1,0,5,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,Antalya , Kalkan 
Patron Hotel,9000.0,16,300.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Antalya , Kaleiçi 
Peninsula Gardens Hotel,44479.3,152,100.0,0.0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,Antalya , Kaş-Çukurbağ Yarımadası 
